Name,Prefered Interpretation,Interpretation A decoding,Interpretation B decoding,preferred_system,aif_side,dara_side,reasons_A_raw,reasons_B_raw,reasons_against_aif
TRI-81,A,dara,aif,dara,B,A,missing peaks,missing peaks,missing peaks
