Name,Target,Precursors,Temperature (C),Dwell Duration (h),Furnace
PG-3431-1,P2H15N3O8,"['NH4H2PO4_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-3531-1,Na2PH9CN2O7,"['Na2CO3_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-3831-1,Nb2PH9N2O9,"['Nb2O5_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-3931-1,NiPH9N2O5,"['NiO_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-0924-1,Li3Co3H9O10,"['Co3O4_PG', 'LiOH(H2O)_PG']",200.0,0.02,BF
PG-1124-1,LiCu(HO)3,[],200.0,0.02,BF
PG-1224-1,Li3Fe3H9O10,"['Fe3O4_PG', 'LiOH(H2O)_PG']",200.0,0.02,BF
PG-1424-1,LiFeH7(CO4)2,"['FeC2O4(H2O)2_PG', 'LiOH(H2O)_PG']",200.0,0.02,BF
PG-1524-1,Li2Ga2H6O7,"['Ga2O3_PG', 'LiOH(H2O)_PG']",200.0,0.02,BF
PG-1620-1,KGeP(HO3)2,"['GeO2_PG', 'KH2PO4_PG']",200.0,0.02,BF
PG-1621-1,LaGeH3O5,"['GeO2_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-1624-1,LiGeH3O4,[],200.0,0.02,BF
PG-0910-1,Cr6Co6O17,"['Co3O4_PG', 'Cr2O3_PG']",500.0,0.02,BF
PG-0911-1,Co3Cu3O7,"['Co3O4_PG', 'CuO_PG']",500.0,0.02,BF
PG-0912-1,Fe3Co3O8,"['Co3O4_PG', 'Fe3O4_PG']",500.0,0.02,BF
PG-0913-1,Fe6Co6O17,"['Co3O4_PG', 'Fe2O3_PG']",500.0,0.02,BF
PG-0914-1,Fe3Co3H12(C3O11)2,"['Co3O4_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0915-1,Ga6Co6O17,"['Co3O4_PG', 'Ga2O3_PG']",500.0,0.02,BF
PG-0916-1,Co3Ge3O10,"['GeO2_PG', 'Co3O4_PG']",500.0,0.02,BF
PG-1011-1,Cr2Cu2O5,"['Cr2O3_PG', 'CuO_PG']",800.0,0.02,BF
PG-1012-1,Cr6Fe6O17,"['Cr2O3_PG', 'Fe3O4_PG']",1000.0,0.02,BF
PG-1013-1,CrFeO3,"['Cr2O3_PG', 'Fe2O3_PG']",1000.0,0.02,BF
PG-1014-1,Cr2Fe2H8C4O15,"['Cr2O3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-1015-1,CrGaO3,"['Cr2O3_PG', 'Ga2O3_PG']",1100.0,0.02,BF
PG-1016-1,Cr2Ge2O7,"['Cr2O3_PG', 'GeO2_PG']",700.0,0.02,BF
PG-1112-1,Fe3Cu3O7,"['CuO_PG', 'Fe3O4_PG']",800.0,0.02,BF
PG-1113-1,Fe2Cu2O5,"['CuO_PG', 'Fe2O3_PG']",800.0,0.02,BF
PG-1114-1,FeCuH4C2O7,[],200.0,0.02,BF
PG-1115-1,Ga2Cu2O5,"['CuO_PG', 'Ga2O3_PG']",800.0,0.02,BF
PG-1116-1,CuGeO3,"['CuO_PG', 'GeO2_PG']",700.0,0.02,BF
PG-1214-1,Fe3H6C3O11,"['Fe3O4_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-1215-1,Ga6Fe6O17,"['Fe3O4_PG', 'Ga2O3_PG']",1000.0,0.02,BF
PG-1216-1,Fe3Ge3O10,"['Fe3O4_PG', 'GeO2_PG']",700.0,0.02,BF
PG-1312-1,Fe12O17,"['Fe2O3_PG', 'Fe3O4_PG']",1000.0,0.02,BF
PG-1314-1,Fe4H8C4O15,"['Fe2O3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-1315-1,GaFeO3,"['Fe2O3_PG', 'Ga2O3_PG']",1000.0,0.02,BF
PG-1316-1,Fe2Ge2O7,"['Fe2O3_PG', 'GeO2_PG']",700.0,0.02,BF
PG-1415-1,Ga2Fe2H8C4O15,"['FeC2O4(H2O)2_PG', 'Ga2O3_PG']",200.0,0.02,BF
PG-1416-1,FeGeH4(CO4)2,"['FeC2O4(H2O)2_PG', 'GeO2_PG']",200.0,0.02,BF
PG-1516-1,Ga2Ge2O7,"['Ga2O3_PG', 'GeO2_PG']",700.0,0.02,BF
PG-2946-1,TiMnO4,"['MnO2_PG', 'TiO2_PG']",300.0,0.02,BF
PG-2947-1,Mn2V2O7,"['MnO2_PG', 'V2O3_PG']",300.0,0.02,BF
PG-2948-1,Mn2V2O9,"['MnO2_PG', 'V2O5_PG']",300.0,0.02,BF
PG-3041-1,Sb2Mo2O9,"['MoO3_PG', 'Sb2O3_PG']",300.0,0.02,BF
PG-3043-1,SiMoO5,"['MoO3_PG', 'SiO2_PG']",400.0,0.02,BF
PG-3044-1,SnMoO5,"['MoO3_PG', 'SnO2_PG']",400.0,0.02,BF
PG-3045-1,SrMoCO6,"['MoO3_PG', 'SrCO3_PG']",400.0,0.02,BF
PG-3046-1,TiMoO5,"['MoO3_PG', 'TiO2_PG']",400.0,0.02,BF
PG-3047-1,V2Mo2O9,"['MoO3_PG', 'V2O3_PG']",400.0,0.02,BF
PG-3048-1,V2Mo2O11,"['MoO3_PG', 'V2O5_PG']",400.0,0.02,BF
PG-3141-1,Sb2PH9N2O7,"['(NH4)2HPO4_PG', 'Sb2O3_PG']",200.0,0.02,BF
PG-3143-1,SiPH9(NO3)2,"['(NH4)2HPO4_PG', 'SiO2_PG']",200.0,0.02,BF
PG-3144-1,SnPH9(NO3)2,"['SnO2_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-3145-1,SrPH9CN2O7,"['(NH4)2HPO4_PG', 'SrCO3_PG']",200.0,0.02,BF
PG-3146-1,TiPH9(NO3)2,"['(NH4)2HPO4_PG', 'TiO2_PG']",200.0,0.02,BF
PG-3147-1,V2PH9N2O7,"['(NH4)2HPO4_PG', 'V2O3_PG']",200.0,0.02,BF
PG-3148-1,V2PH9N2O9,"['(NH4)2HPO4_PG', 'V2O5_PG']",200.0,0.02,BF
PG-0118-1,InAgO2,"['Ag2O_PG', 'In2O3_PG']",200.0,0.02,BF
PG-0120-1,K2Ag2P2H4O9,"['Ag2O_PG', 'KH2PO4_PG']",200.0,0.02,BF
PG-0130-1,Ag2Mo2O7,"['Ag2O_PG', 'MoO3_PG']",200.0,0.02,BF
PG-0317-1,HfBH3O5,"['B(OH)3_PG', 'HfO2_PG']",200.0,0.02,BF
PG-0321-1,LaB(HO)6,"['B(OH)3_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-0329-1,MnBH3O5,"['B(OH)3_PG', 'MnO2_PG']",200.0,0.02,BF
PG-0418-1,Ba2In2C2O9,"['BaCO3_PG', 'In2O3_PG']",400.0,0.02,BF
PG-0421-1,BaLaH3CO6,"['BaCO3_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-0425-1,BaMgCO4,"['BaCO3_PG', 'MgO_PG']",400.0,0.02,BF
PG-0517-1,BaHfO4,"['BaO2_PG', 'HfO2_PG']",200.0,0.02,BF
PG-0519-1,K4Ba4H6C2O17,"['BaO2_PG', 'K2CO3(H2O)1.5_PG']",200.0,0.02,BF
PG-0612-1,Fe6Bi6O17,"['Bi2O3_PG', 'Fe3O4_PG']",500.0,0.02,BF
PG-0619-1,K4Bi4H6C2O15,"['Bi2O3_PG', 'K2CO3(H2O)1.5_PG']",500.0,0.02,BF
PG-0622-1,Li2Bi2CO6,"['Bi2O3_PG', 'Li2CO3_PG']",400.0,0.02,BF
PG-0631-1,Bi2PH9N2O7,"['Bi2O3_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-0719-1,K4Ca4H6(C2O7)3,"['CaCO3_PG', 'K2CO3(H2O)1.5_PG']",500.0,0.02,BF
PG-0721-1,CaLaH3CO6,"['CaCO3_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-0817-1,HfCoO3,"['CoO_PG', 'HfO2_PG']",1100.0,0.02,BF
PG-0819-1,K4Co4H6C2O13,"['CoO_PG', 'K2CO3(H2O)1.5_PG']",500.0,0.02,BF
PG-0821-1,LaCoH3O4,"['CoO_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-0840-1,CoPbO2,"['CoO_PG', 'PbO_PG']",500.0,0.02,BF
PG-1721-1,LaHfH3O5,"['HfO2_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-1921-1,K4La4H18C2O21,"['K2CO3(H2O)1.5_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-2021-1,KLaPH5O7,"['KH2PO4_PG', 'La(OH)3_PG']",200.0,0.02,BF
PG-2124-1,LiLaH6O5,"['La(OH)3_PG', 'LiOH(H2O)_PG']",200.0,0.02,BF
PG-2629-1,Mn2O3,"['MnO_PG', 'MnO2_PG']",300.0,0.02,BF
PG-2731-1,Mn3PH9(NO4)2,"['Mn3O4_PG', '(NH4)2HPO4_PG']",200.0,0.02,BF
PG-3934-1,NiPH6NO5,"['NiO_PG', 'NH4H2PO4_PG']",200.0,0.02,BF
PG-3940-1,NiPbO2,"['NiO_PG', 'PbO_PG']",500.0,0.02,BF
PG-0148-1,VAgO3,"['Ag2O_PG', 'V2O5_PG']",200.0,0.02,BF
PG-0341-1,B2Sb2(H2O3)3,"['B(OH)3_PG', 'Sb2O3_PG']",200.0,0.02,BF
PG-0343-1,SiBH3O5,"['B(OH)3_PG', 'SiO2_PG']",200.0,0.02,BF
PG-0344-1,SnBH3O5,"['B(OH)3_PG', 'SnO2_PG']",200.0,0.02,BF
PG-0345-1,SrBH3CO6,"['B(OH)3_PG', 'SrCO3_PG']",200.0,0.02,BF
PG-0346-1,TiBH3O5,"['B(OH)3_PG', 'TiO2_PG']",200.0,0.02,BF
PG-0347-1,V2B2(H2O3)3,"['B(OH)3_PG', 'V2O3_PG']",200.0,0.02,BF
PG-0348-1,V2B2H6O11,"['B(OH)3_PG', 'V2O5_PG']",200.0,0.02,BF
PG-0447-1,Ba2V2C2O9,"['BaCO3_PG', 'V2O3_PG']",400.0,0.02,BF
PG-0452-1,BaZrCO5,"['BaCO3_PG', 'ZrO2_PG']",400.0,0.02,BF
PG-0651-1,Zn2Bi2O5,"['Bi2O3_PG', 'ZnO_PG']",500.0,0.02,BF
PG-0748-1,Ca2V2C2O11,"['CaCO3_PG', 'V2O5_PG']",400.0,0.02,BF
PG-0843-1,CoSiO3,"['CoO_PG', 'SiO2_PG']",1000.0,0.02,BF
PG-0844-1,CoSnO3,"['CoO_PG', 'SnO2_PG']",1000.0,0.02,BF
PG-0845-1,SrCoCO4,"['CoO_PG', 'SrCO3_PG']",900.0,0.02,BF
PG-0846-1,TiCoO3,"['CoO_PG', 'TiO2_PG']",1100.0,0.02,BF
PG-0847-1,V2Co2O5,"['CoO_PG', 'V2O3_PG']",1100.0,0.02,BF
PG-0848-1,V2Co2O7,"['CoO_PG', 'V2O5_PG']",400.0,0.02,BF
PG-0940-1,Co3Pb3O7,"['Co3O4_PG', 'PbO_PG']",500.0,0.02,BF
PG-0951-1,Zn3Co3O7,"['Co3O4_PG', 'ZnO_PG']",500.0,0.02,BF
PG-1035-1,Na2Cr2CO6,"['Cr2O3_PG', 'Na2CO3_PG']",500.0,0.02,BF
PG-1140-1,CuPbO2,"['CuO_PG', 'PbO_PG']",500.0,0.02,BF
PG-1143-1,CuSiO3,"['CuO_PG', 'SiO2_PG']",800.0,0.02,BF
PG-1240-1,Fe3Pb3O7,"['PbO_PG', 'Fe3O4_PG']",500.0,0.02,BF
PG-1540-1,Ga2Pb2O5,"['Ga2O3_PG', 'PbO_PG']",500.0,0.02,BF
PG-1828-1,MnInO3,"['In2O3_PG', 'Mn2O3_PG']",500.0,0.02,BF
PG-2230-1,Li2Mo2CO9,"['Li2CO3_PG', 'MoO3_PG']",400.0,0.02,BF
PG-3443-1,V2Pb2O7,"['NH4H2PO4_PG', 'SiO2_PG']",200.0,0.02,BF
PG-3444-1,V2Pb2O7,"['NH4H2PO4_PG', 'SnO2_PG']",200.0,0.02,BF
PG-3445-1,V2Pb2O7,"['NH4H2PO4_PG', 'SrCO3_PG']",200.0,0.02,BF
PG-3446-1,V2Pb2O7,"['NH4H2PO4_PG', 'TiO2_PG']",200.0,0.02,BF
PG-3447-1,V2Pb2O7,"['NH4H2PO4_PG', 'V2O3_PG']",200.0,0.02,BF
PG-3448-1,V2Pb2O7,"['NH4H2PO4_PG', 'V2O5_PG']",200.0,0.02,BF
PG-3449-1,ZrPbO3,"['NH4H2PO4_PG', 'WO3_PG']",200.0,0.02,BF
PG-3451-1,ZnPH6NO5,"['NH4H2PO4_PG', 'ZnO_PG']",200.0,0.02,BF
PG-3452-1,ZrPbO3,"['NH4H2PO4_PG', 'ZrO2_PG']",200.0,0.02,BF
PG-3547-1,ZrPbO3,"['Na2CO3_PG', 'V2O3_PG']",500.0,0.02,BF
PG-3548-1,V2Pb2O7,"['Na2CO3_PG', 'V2O5_PG']",400.0,0.02,BF
PG-3551-1,ZrPbO3,"['Na2CO3_PG', 'ZnO_PG']",500.0,0.02,BF
PG-3552-1,ZrPbO3,"['Na2CO3_PG', 'ZrO2_PG']",500.0,0.02,BF
PG-3843-1,V2Pb2O7,"['Nb2O5_PG', 'SiO2_PG']",900.0,0.02,BF
PG-3845-1,V2Pb2O7,"['Nb2O5_PG', 'SrCO3_PG']",900.0,0.02,BF
PG-3849-1,Nb2W2O11,"['Nb2O5_PG', 'WO3_PG']",900.0,0.02,BF
PG-3850-1,ZrPbO3,"['Nb2O5_PG', 'Y2O3_PG']",900.0,0.02,BF
PG-3851-1,ZrPbO3,"['Nb2O5_PG', 'ZnO_PG']",900.0,0.02,BF
PG-3852-1,ZrPbO3,"['Nb2O5_PG', 'ZrO2_PG']",900.0,0.02,BF
PG-3944-1,V2Pb2O7,"['NiO_PG', 'SnO2_PG']",1000.0,0.02,BF
PG-3946-1,V2Pb2O7,"['NiO_PG', 'TiO2_PG']",1100.0,0.02,BF
PG-3947-1,V2Ni2O5,"['NiO_PG', 'V2O3_PG']",1100.0,0.02,BF
PG-3949-1,ZrPbO3,"['NiO_PG', 'WO3_PG']",900.0,0.02,BF
PG-3950-1,ZrPbO3,"['NiO_PG', 'Y2O3_PG']",1100.0,0.02,BF
PG-3951-1,ZrPbO3,"['NiO_PG', 'ZnO_PG']",1100.0,0.02,BF
PG-3952-1,ZrPbO3,"['NiO_PG', 'ZrO2_PG']",1100.0,0.02,BF
PG-4044-1,SnPbO3,"['PbO_PG', 'SnO2_PG']",500.0,0.02,BF
PG-4045-1,V2Pb2O7,"['PbO_PG', 'SrCO3_PG']",500.0,0.02,BF
PG-4049-1,ZrPbO3,"['PbO_PG', 'WO3_PG']",500.0,0.02,BF
PG-4050-1,ZrPbO3,"['PbO_PG', 'Y2O3_PG']",500.0,0.02,BF
PG-4051-1,ZrPbO3,"['PbO_PG', 'ZnO_PG']",500.0,0.02,BF
PG-4052-1,ZrPbO3,"['PbO_PG', 'ZrO2_PG']",500.0,0.02,BF
PG-4344-1,SiSnO4,"['SiO2_PG', 'SnO2_PG']",1000.0,0.02,BF
PG-4345-1,SrSiCO5,"['SiO2_PG', 'SrCO3_PG']",900.0,0.02,BF
PG-4346-1,TiSiO4,"['SiO2_PG', 'TiO2_PG']",1000.0,0.02,BF
PG-4347-1,V2Si2O7,"['SiO2_PG', 'V2O3_PG']",1000.0,0.02,BF
PG-4348-1,V2Si2O9,"['SiO2_PG', 'V2O5_PG']",400.0,0.02,BF
PG-4349-1,SiWO5,"['SiO2_PG', 'WO3_PG']",900.0,0.02,BF
PG-4445-1,SrSnCO5,"['SnO2_PG', 'SrCO3_PG']",900.0,0.02,BF
PG-4446-1,TiSnO4,"['SnO2_PG', 'TiO2_PG']",1000.0,0.02,BF
PG-4447-1,V2Sn2O7,"['SnO2_PG', 'V2O3_PG']",1000.0,0.02,BF
PG-4448-1,V2Sn2O9,"['SnO2_PG', 'V2O5_PG']",400.0,0.02,BF
PG-4449-1,SnWO5,"['SnO2_PG', 'WO3_PG']",900.0,0.02,BF
PG-4450-1,Y2Sn2O7,"['SnO2_PG', 'Y2O3_PG']",1000.0,0.02,BF
PG-4546-1,SrTiCO5,"['SrCO3_PG', 'TiO2_PG']",900.0,0.02,BF
PG-4547-1,Sr2V2C2O9,"['SrCO3_PG', 'V2O3_PG']",900.0,0.02,BF
PG-4548-1,Sr2V2C2O11,"['SrCO3_PG', 'V2O5_PG']",400.0,0.02,BF
PG-4549-1,SrWCO6,"['SrCO3_PG', 'WO3_PG']",900.0,0.02,BF
PG-4550-1,Sr2Y2C2O9,"['SrCO3_PG', 'Y2O3_PG']",900.0,0.02,BF
PG-4551-1,SrZnCO4,"['SrCO3_PG', 'ZnO_PG']",900.0,0.02,BF
PG-4552-1,SrZrCO5,"['SrCO3_PG', 'ZrO2_PG']",900.0,0.02,BF
PG-4647-1,Ti2V2O7,"['TiO2_PG', 'V2O3_PG']",1100.0,0.02,BF
PG-4649-1,TiWO5,"['TiO2_PG', 'WO3_PG']",900.0,0.02,BF
PG-4651-1,TiZnO3,"['TiO2_PG', 'ZnO_PG']",1100.0,0.02,BF
PG-4748-1,VO2,"['V2O3_PG', 'V2O5_PG']",400.0,0.02,BF
PG-4749-1,V2W2O9,"['V2O3_PG', 'WO3_PG']",900.0,0.02,BF
PG-4750-1,YVO3,"['V2O3_PG', 'Y2O3_PG']",1100.0,0.02,BF
PG-4751-1,V2Zn2O5,"['V2O3_PG', 'ZnO_PG']",1100.0,0.02,BF
PG-4752-1,Zr2V2O7,"['V2O3_PG', 'ZrO2_PG']",1100.0,0.02,BF
PG-0102-1,Al2Ag2H6O7,"['Ag2O_PG', 'Al(OH)3_PG']",200.0,0.02,BF
PG-0103-1,Ag2B2H6O7,"['Ag2O_PG', 'B(OH)3_PG']",200.0,0.02,BF
PG-0104-1,Ba2Ag2C2O7,"['Ag2O_PG', 'BaCO3_PG']",200.0,0.02,BF
PG-0105-1,Ba2Ag2O5,"['Ag2O_PG', 'BaO2_PG']",200.0,0.02,BF
PG-0106-1,AgBiO2,"['Ag2O_PG', 'Bi2O3_PG']",200.0,0.02,BF
PG-0107-1,Ca2Ag2C2O7,"['Ag2O_PG', 'CaCO3_PG']",200.0,0.02,BF
PG-0108-1,Co2Ag2O3,"['Ag2O_PG', 'CoO_PG']",200.0,0.02,BF
PG-0109-1,Co6Ag6O11,"['Ag2O_PG', 'Co3O4_PG']",200.0,0.02,BF
PG-0110-1,CrAgO2,"['Ag2O_PG', 'Cr2O3_PG']",200.0,0.02,BF
PG-0111-1,Cu2Ag2O3,"['Ag2O_PG', 'CuO_PG']",200.0,0.02,BF
PG-0112-1,Fe6Ag6O11,"['Ag2O_PG', 'Fe3O4_PG']",200.0,0.02,BF
PG-0113-1,FeAgO2,"['Ag2O_PG', 'Fe2O3_PG']",200.0,0.02,BF
PG-0114-1,Fe2Ag2H8C4O13,"['Ag2O_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0115-1,GaAgO2,"['Ag2O_PG', 'Ga2O3_PG']",200.0,0.02,BF
PG-0116-1,Ag2Ge2O5,"['Ag2O_PG', 'GeO2_PG']",200.0,0.02,BF
PG-0203-1,AlB(HO)6,"['Al(OH)3_PG', 'B(OH)3_PG']",200.0,0.02,BF
PG-0204-1,BaAlH3CO6,"['Al(OH)3_PG', 'BaCO3_PG']",200.0,0.02,BF
PG-0205-1,BaAlH3O5,"['Al(OH)3_PG', 'BaO2_PG']",200.0,0.02,BF
PG-0206-1,Al2Bi2(H2O3)3,"['Al(OH)3_PG', 'Bi2O3_PG']",200.0,0.02,BF
PG-0207-1,CaAlH3CO6,"['Al(OH)3_PG', 'CaCO3_PG']",200.0,0.02,BF
PG-0208-1,AlCoH3O4,"['Al(OH)3_PG', 'CoO_PG']",200.0,0.02,BF
PG-0209-1,Al3Co3H9O13,"['Al(OH)3_PG', 'Co3O4_PG']",200.0,0.02,BF
PG-0210-1,Al2Cr2(H2O3)3,"['Al(OH)3_PG', 'Cr2O3_PG']",200.0,0.02,BF
PG-0211-1,AlCuH3O4,"['Al(OH)3_PG', 'CuO_PG']",200.0,0.02,BF
PG-0212-1,Al3Fe3H9O13,"['Al(OH)3_PG', 'Fe3O4_PG']",200.0,0.02,BF
PG-0213-1,Al2Fe2(H2O3)3,"['Al(OH)3_PG', 'Fe2O3_PG']",200.0,0.02,BF
PG-0214-1,AlFeH7C2O9,"['Al(OH)3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0215-1,Al2Ga2(H2O3)3,"['Al(OH)3_PG', 'Ga2O3_PG']",200.0,0.02,BF
PG-0216-1,AlGeH3O5,"['Al(OH)3_PG', 'GeO2_PG']",200.0,0.02,BF
PG-0304-1,BaBH3CO6,"['B(OH)3_PG', 'BaCO3_PG']",200.0,0.02,BF
PG-0305-1,BaBH3O5,"['B(OH)3_PG', 'BaO2_PG']",200.0,0.02,BF
PG-0306-1,Bi2B2(H2O3)3,"['B(OH)3_PG', 'Bi2O3_PG']",200.0,0.02,BF
PG-0307-1,CaBH3CO6,"['B(OH)3_PG', 'CaCO3_PG']",200.0,0.02,BF
PG-0308-1,CoBH3O4,"['B(OH)3_PG', 'CoO_PG']",200.0,0.02,BF
PG-0309-1,Co3B3H9O13,"['B(OH)3_PG', 'Co3O4_PG']",200.0,0.02,BF
PG-0310-1,Cr2B2(H2O3)3,"['B(OH)3_PG', 'Cr2O3_PG']",200.0,0.02,BF
PG-0311-1,CuBH3O4,"['B(OH)3_PG', 'CuO_PG']",200.0,0.02,BF
PG-0312-1,Fe3B3H9O13,"['B(OH)3_PG', 'Fe3O4_PG']",200.0,0.02,BF
PG-0313-1,Fe2B2(H2O3)3,"['B(OH)3_PG', 'Fe2O3_PG']",200.0,0.02,BF
PG-0314-1,FeBH7C2O9,"['B(OH)3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0315-1,Ga2B2(H2O3)3,"['B(OH)3_PG', 'Ga2O3_PG']",200.0,0.02,BF
PG-0316-1,GeBH3O5,"['B(OH)3_PG', 'GeO2_PG']",200.0,0.02,BF
PG-0405-1,Ba2CO5,"['BaCO3_PG', 'BaO2_PG']",200.0,0.02,BF
PG-0406-1,Ba2Bi2C2O9,"['BaCO3_PG', 'Bi2O3_PG']",400.0,0.02,BF
PG-0407-1,BaCa(CO3)2,"['BaCO3_PG', 'CaCO3_PG']",400.0,0.02,BF
PG-0408-1,BaCoCO4,"['BaCO3_PG', 'CoO_PG']",400.0,0.02,BF
PG-0409-1,Ba3Co3C3O13,"['BaCO3_PG', 'Co3O4_PG']",400.0,0.02,BF
PG-0410-1,Ba2Cr2C2O9,"['BaCO3_PG', 'Cr2O3_PG']",400.0,0.02,BF
PG-0411-1,BaCuCO4,"['BaCO3_PG', 'CuO_PG']",400.0,0.02,BF
PG-0412-1,Ba3Fe3C3O13,"['BaCO3_PG', 'Fe3O4_PG']",400.0,0.02,BF
PG-0413-1,Ba2Fe2C2O9,"['BaCO3_PG', 'Fe2O3_PG']",400.0,0.02,BF
PG-0414-1,BaFeH4(CO3)3,"['BaCO3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0415-1,Ba2Ga2C2O9,"['BaCO3_PG', 'Ga2O3_PG']",400.0,0.02,BF
PG-0416-1,BaGeCO5,"['BaCO3_PG', 'GeO2_PG']",400.0,0.02,BF
PG-0506-1,Ba2Bi2O7,"['BaO2_PG', 'Bi2O3_PG']",200.0,0.02,BF
PG-0507-1,BaCaCO5,"['BaO2_PG', 'CaCO3_PG']",200.0,0.02,BF
PG-0508-1,BaCoO3,"['BaO2_PG', 'CoO_PG']",200.0,0.02,BF
PG-0509-1,Ba3Co3O10,"['BaO2_PG', 'Co3O4_PG']",200.0,0.02,BF
PG-0510-1,Ba2Cr2O7,"['BaO2_PG', 'Cr2O3_PG']",200.0,0.02,BF
PG-0511-1,BaCuO3,"['BaO2_PG', 'CuO_PG']",200.0,0.02,BF
PG-0512-1,Ba3Fe3O10,"['BaO2_PG', 'Fe3O4_PG']",200.0,0.02,BF
PG-0513-1,Ba2Fe2O7,"['BaO2_PG', 'Fe2O3_PG']",200.0,0.02,BF
PG-0514-1,BaFeH4(CO4)2,"['BaO2_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0515-1,Ba2Ga2O7,"['Ga2O3_PG', 'BaO2_PG']",200.0,0.02,BF
PG-0516-1,BaGeO4,"['BaO2_PG', 'GeO2_PG']",200.0,0.02,BF
PG-0607-1,Ca2Bi2C2O9,"['Bi2O3_PG', 'CaCO3_PG']",500.0,0.02,BF
PG-0608-1,Co2Bi2O5,"['Bi2O3_PG', 'CoO_PG']",500.0,0.02,BF
PG-0609-1,Co6Bi6O17,"['Bi2O3_PG', 'Co3O4_PG']",500.0,0.02,BF
PG-0610-1,CrBiO3,"['Bi2O3_PG', 'Cr2O3_PG']",500.0,0.02,BF
PG-0611-1,Cu2Bi2O5,"['Bi2O3_PG', 'CuO_PG']",500.0,0.02,BF
PG-0613-1,FeBiO3,"['Bi2O3_PG', 'Fe2O3_PG']",500.0,0.02,BF
PG-0614-1,Fe2Bi2H8C4O15,"['Bi2O3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0615-1,GaBiO3,"['Bi2O3_PG', 'Ga2O3_PG']",500.0,0.02,BF
PG-0616-1,Ge2Bi2O7,"['Bi2O3_PG', 'GeO2_PG']",500.0,0.02,BF
PG-0708-1,CaCoCO4,"['CaCO3_PG', 'CoO_PG']",500.0,0.02,BF
PG-0709-1,Ca3Co3C3O13,"['CaCO3_PG', 'Co3O4_PG']",500.0,0.02,BF
PG-0710-1,Ca2Cr2C2O9,"['CaCO3_PG', 'Cr2O3_PG']",500.0,0.02,BF
PG-0711-1,CaCuCO4,"['CaCO3_PG', 'CuO_PG']",500.0,0.02,BF
PG-0712-1,Ca3Fe3C3O13,"['CaCO3_PG', 'Fe3O4_PG']",500.0,0.02,BF
PG-0713-1,Ca2Fe2C2O9,"['CaCO3_PG', 'Fe2O3_PG']",500.0,0.02,BF
PG-0714-1,CaFeH4(CO3)3,"['CaCO3_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0715-1,Ca2Ga2C2O9,"['CaCO3_PG', 'Ga2O3_PG']",500.0,0.02,BF
PG-0716-1,CaGeCO5,"['CaCO3_PG', 'GeO2_PG']",500.0,0.02,BF
PG-0810-1,Cr2Co2O5,"['CoO_PG', 'Cr2O3_PG']",,,BF
PG-0811-1,CoCuO2,"['CoO_PG', 'CuO_PG']",800.0,0.02,BF
PG-0812-1,Fe3Co3O7,"['CoO_PG', 'Fe3O4_PG']",1000.0,0.02,BF
PG-0813-1,Fe2Co2O5,"['CoO_PG', 'Fe2O3_PG']",1000.0,0.02,BF
PG-0814-1,FeCoH4C2O7,"['CoO_PG', 'FeC2O4(H2O)2_PG']",200.0,0.02,BF
PG-0815-1,Ga2Co2O5,"['CoO_PG', 'Ga2O3_PG']",,,BF
PG-0816-1,CoGeO3,"['CoO_PG', 'GeO2_PG']",700.0,0.02,BF
PG-0908-1,Co6O7,"['Co3O4_PG', 'CoO_PG']",500.0,0.02,BF
PG-0125-1,Mg2Ag2O3,"['Ag2O_PG', 'MgO_PG']",200.0,0.02,BF
PG-0126-1,Mn2Ag2O3,"['Ag2O_PG', 'MnO_PG']",200.0,0.02,BF
PG-0127-1,Mn6Ag6O11,"['Ag2O_PG', 'Mn3O4_PG']",200.0,0.02,BF
PG-0128-1,MnAgO2,"['Ag2O_PG', 'Mn2O3_PG']",200.0,0.02,BF
PG-0129-1,Mn2Ag2O5,"['Ag2O_PG', 'MnO2_PG']",200.0,0.02,BF
